Campaign_ID,Campaign_Name,Platform,Date,Impressions,Clicks,Conversions,Ad_Spend,Revenue
CAMP1604,Retargeting Campaign,Meta Ads,03/07/2024,18654,1314,63,742.06,5247.33
CAMP1605,Brand Awareness,Google Ads,26/03/2024,77377,3940,281,1366.83,32844.26
CAMP1606,Clearance Event,Affiliate,20/03/2024,102359,6546,342,2599.61,30299.31
CAMP1607,Brand Awareness,Google Ads,31/01/2024,98196,5412,601,3999.04,19582.23
CAMP1608,New Product Launch,TikTok Ads,12/10/2024,96047,6376,491,1126.23,43662.17
CAMP1609,Brand Awareness,Meta Ads,08/05/2024,15351,675,51,1614.63,4574.89
CAMP1610,New Product Launch,Affiliate,05/04/2024,147506,5064,583,1521.56,60127.68
CAMP1611,Summer Sale,Google Ads,28/09/2024,45638,1892,239,2799.71,15632.49
CAMP1612,Flash Sale,Meta Ads,10/01/2024,100440,6460,329,3660.82,28237.72
CAMP1613,Flash Sale,Meta Ads,25/09/2024,135429,8613,344,1559.02,20977.28
CAMP1614,Brand Awareness,Google Ads,19/02/2024,142153,7977,204,4701.44,7724.23
CAMP1615,Winter Promo,Meta Ads,24/02/2024,132236,3096,74,3280.41,4355.63
CAMP1616,Clearance Event,Affiliate,15/11/2024,72092,968,47,3645.66,1001.5
CAMP1617,New Product Launch,Email Marketing,10/02/2024,127698,8437,235,2878.5,26748.73
CAMP1618,Flash Sale,TikTok Ads,10/02/2025,20283,1372,74,395.14,2000.87
CAMP1619,Retargeting Campaign,Google Ads,20/04/2024,141179,2371,270,2751.97,10515.43
CAMP1620,New Product Launch,Affiliate,16/11/2024,51897,2547,235,3781.32,22707.66
CAMP1621,Brand Awareness,Email Marketing,25/12/2024,116955,8397,350,1065.9,21054.5
CAMP1622,Brand Awareness,Meta Ads,30/09/2024,121132,9126,1253,2840.39,149965.34
CAMP1623,Brand Awareness,Email Marketing,26/01/2025,117876,7995,496,1355.47,36983.06
CAMP1624,Flash Sale,Affiliate,16/01/2025,71607,2520,198,4807.16,3963.87
CAMP1625,Winter Promo,TikTok Ads,01/11/2024,9273,428,63,1648.84,3152.1
CAMP1626,New Product Launch,Meta Ads,10/06/2024,10688,684,97,4147.22,10855.39
CAMP1627,Summer Sale,Google Ads,20/01/2024,125683,4385,166,1962,12983.78
CAMP1628,New Product Launch,TikTok Ads,19/02/2025,83722,1375,98,4605.83,9155.81
CAMP1629,Brand Awareness,Email Marketing,29/03/2024,132998,9017,988,2965.92,109436.38
CAMP1630,Retargeting Campaign,Google Ads,09/01/2025,105020,1627,44,3900.33,2410.89
CAMP1631,Flash Sale,Email Marketing,02/03/2024,64432,4016,523,4657.54,43612.3
CAMP1632,Flash Sale,Google Ads,05/06/2024,142463,1835,165,917.98,11589.63
CAMP1633,New Product Launch,Meta Ads,26/01/2024,107991,8420,992,2961.22,28776.23
CAMP1634,Flash Sale,TikTok Ads,06/02/2025,108369,2206,140,2484.1,13234.41
CAMP1635,Flash Sale,TikTok Ads,13/02/2024,109471,4940,595,825.8,19924.81
CAMP1636,New Product Launch,Email Marketing,21/07/2024,56406,2779,415,2716.39,18356.08
CAMP1637,Retargeting Campaign,Email Marketing,14/06/2024,28486,509,37,1953.28,1444.81
CAMP1638,Brand Awareness,Affiliate,01/12/2024,11345,724,30,1878.64,3064.75
CAMP1639,Clearance Event,Affiliate,15/03/2024,120464,1583,200,1158.49,11476.42
CAMP1640,Holiday Deals,Google Ads,13/01/2025,19296,521,52,908.85,5368.71
CAMP1641,Retargeting Campaign,Google Ads,24/06/2024,34170,1071,87,1793.01,8178.11
CAMP1642,New Product Launch,Meta Ads,06/10/2024,142171,8889,811,3190.6,96695.7
CAMP1643,Winter Promo,Email Marketing,25/10/2024,143097,1866,78,1563.26,7715.67
CAMP1644,Retargeting Campaign,Google Ads,26/08/2024,7184,105,11,3382.31,1224.16
CAMP1645,Brand Awareness,Google Ads,10/01/2024,81675,5775,603,1309.61,35016.28
CAMP1646,Holiday Deals,TikTok Ads,05/09/2024,144345,2332,106,4840.6,8063.29
CAMP1647,Winter Promo,Google Ads,06/05/2024,143783,4506,377,3773.08,8232.63
CAMP1648,Brand Awareness,TikTok Ads,16/11/2024,84253,2235,328,2606.01,33190.09
CAMP1649,Retargeting Campaign,Email Marketing,21/02/2025,12724,968,138,1282.8,7476.65
CAMP1650,Flash Sale,Meta Ads,14/02/2024,105193,4886,528,4388.97,46808.43
CAMP1651,Flash Sale,Meta Ads,20/10/2024,45042,1795,108,3105.77,7011.03
CAMP1652,Summer Sale,Meta Ads,30/11/2024,41327,2094,228,1171.09,7708.9
CAMP1653,Summer Sale,Email Marketing,29/01/2025,43050,2408,224,958.63,5999.03
CAMP1654,Holiday Deals,Meta Ads,11/06/2024,43147,2627,313,4424.63,19219.46
CAMP1655,Flash Sale,TikTok Ads,14/08/2024,76774,1584,70,831.42,1583.39
CAMP1656,Retargeting Campaign,Affiliate,17/10/2024,65532,3390,169,325.21,4723.13
CAMP1657,Clearance Event,Meta Ads,14/09/2024,127883,7652,525,4290.22,36300.89
CAMP1658,Summer Sale,Meta Ads,08/04/2024,64316,788,94,272.07,4416.67
CAMP1659,Flash Sale,Meta Ads,15/01/2025,58171,3667,104,4650.1,12330.53
CAMP1660,Clearance Event,TikTok Ads,22/08/2024,69692,2782,336,3118.06,34417.44
CAMP1661,Brand Awareness,Email Marketing,09/11/2024,145550,6806,910,3977.22,65579.07
CAMP1662,Clearance Event,Email Marketing,27/02/2025,16119,1151,59,2781.77,6984.6
CAMP1663,Winter Promo,Affiliate,17/07/2024,140299,8917,1294,1111.28,82758.27
CAMP1664,Retargeting Campaign,TikTok Ads,24/08/2024,48643,1924,191,461.82,13694.12
CAMP1665,Summer Sale,Email Marketing,28/02/2025,123409,2015,171,1062.9,13431.16
CAMP1666,Summer Sale,Email Marketing,30/07/2024,89793,3731,161,3033.51,14693.41
CAMP1667,New Product Launch,Email Marketing,16/02/2024,70557,2306,240,3615.05,8735.86
CAMP1668,Holiday Deals,Google Ads,28/02/2024,122807,6678,207,3594.94,19186.29
CAMP1669,Summer Sale,Email Marketing,08/10/2024,104773,1369,57,1808.93,6106.44
CAMP1670,Summer Sale,Meta Ads,15/03/2024,51888,3312,88,1678.7,8185.42
CAMP1671,Clearance Event,TikTok Ads,16/11/2024,52368,954,35,1173.69,2878.96
CAMP1672,Retargeting Campaign,Google Ads,22/08/2024,135450,9465,858,227.6,92895.91
CAMP1673,New Product Launch,Meta Ads,28/10/2024,129705,5416,419,3085.84,8655.41
CAMP1674,Retargeting Campaign,Affiliate,17/11/2024,59430,797,31,3335.73,733.84
CAMP1675,Winter Promo,Affiliate,04/11/2024,83234,2761,86,722.66,10266.12
CAMP1676,Summer Sale,TikTok Ads,08/11/2024,51509,3999,469,1928.91,11060.9
CAMP1677,Retargeting Campaign,TikTok Ads,07/07/2024,104336,7034,834,4247.89,22094.82
CAMP1678,Clearance Event,Meta Ads,03/03/2024,76937,2542,187,1207.26,7649.25
CAMP1679,Winter Promo,Google Ads,19/10/2024,143660,11363,941,3505.54,106699.21
CAMP1680,Retargeting Campaign,Email Marketing,07/11/2024,87965,2478,234,3191.57,26374.27
CAMP1681,Clearance Event,Affiliate,08/01/2025,135479,6025,261,3125.15,23714.12
CAMP1682,New Product Launch,Google Ads,01/03/2024,11287,480,59,3739.85,2403.25
CAMP1683,Flash Sale,Email Marketing,24/01/2024,92501,3189,397,1219.22,33372.55
CAMP1684,Retargeting Campaign,TikTok Ads,08/02/2025,22782,718,61,1754.83,1257.4
CAMP1685,Brand Awareness,TikTok Ads,21/07/2024,12632,862,38,4202.36,4264.66
CAMP1686,Clearance Event,Email Marketing,12/02/2025,14321,790,65,3210.56,7098.38
CAMP1687,Brand Awareness,Email Marketing,05/02/2025,113515,8507,232,2701.15,17746.67
CAMP1688,Brand Awareness,Affiliate,01/10/2024,9906,243,26,4037.77,2828.88
CAMP1689,Brand Awareness,Google Ads,17/03/2024,78520,5406,346,2001.16,25405.85
CAMP1690,Summer Sale,Affiliate,06/11/2024,107122,2476,87,3955.25,4422.05
CAMP1691,Brand Awareness,Google Ads,19/05/2024,113493,1824,244,1983.6,25118.76
CAMP1692,Retargeting Campaign,Meta Ads,25/09/2024,84250,1874,128,379.5,5146.86
CAMP1693,Holiday Deals,Email Marketing,16/09/2024,11536,760,104,939.57,5617.21
CAMP1694,Clearance Event,Affiliate,07/06/2024,90809,1818,242,4146.26,27540.18
CAMP1695,Summer Sale,Meta Ads,05/01/2025,14582,614,69,2707.26,1408.36
CAMP1696,Winter Promo,Affiliate,14/02/2024,92369,3942,102,2698.77,8761.64
CAMP1697,Retargeting Campaign,Google Ads,22/10/2024,86826,4751,224,1162.67,10899.11
CAMP1698,Brand Awareness,Email Marketing,09/12/2024,35841,1042,42,749.41,4864.85
CAMP1699,Holiday Deals,Meta Ads,04/10/2024,96833,4692,259,4727.73,26003.67
CAMP1700,New Product Launch,Meta Ads,06/02/2024,86625,4584,293,2329.51,9671.17
CAMP1701,Clearance Event,Google Ads,24/02/2024,105558,1453,109,1059.12,8677.72
CAMP1702,Clearance Event,Affiliate,01/07/2024,86904,2890,132,3840.33,13322.76
CAMP1703,Holiday Deals,Email Marketing,17/10/2024,39549,652,81,3553.28,2407.83
CAMP1704,Retargeting Campaign,Email Marketing,28/08/2024,65737,5017,194,4499.36,8886.22
CAMP1705,Brand Awareness,Email Marketing,03/04/2024,91593,5973,804,2375.76,18513.24
CAMP1706,Clearance Event,Google Ads,28/06/2024,130475,5517,232,3886.12,18663.01
CAMP1707,Summer Sale,Affiliate,22/02/2024,111348,7485,924,1764.17,78489.31
CAMP1708,Retargeting Campaign,Affiliate,24/08/2024,110071,5650,288,1369.72,10339.78
CAMP1709,Clearance Event,Email Marketing,03/02/2024,94316,2317,255,2269.51,30095.23
CAMP1710,Brand Awareness,Affiliate,21/12/2024,66906,1479,158,3748.96,14408.16
CAMP1711,Clearance Event,Google Ads,30/10/2024,126348,4141,135,2337.04,6858.48
CAMP1712,Flash Sale,Google Ads,02/11/2024,33506,1942,189,4135.36,9968.02
CAMP1713,Winter Promo,Google Ads,21/04/2024,41416,2986,410,3253.44,8207.56
CAMP1714,Summer Sale,Meta Ads,19/08/2024,144265,4386,438,2346.37,17767.98
CAMP1715,Brand Awareness,TikTok Ads,18/10/2024,84835,6302,893,3645.4,99580.03
CAMP1716,Holiday Deals,Affiliate,05/01/2024,138804,5315,194,1612.09,11042.92
CAMP1717,Winter Promo,Google Ads,26/12/2024,99173,1753,99,349.69,6253.98
CAMP1718,Flash Sale,TikTok Ads,30/12/2024,105346,4047,309,1213.84,11538.37
CAMP1719,Summer Sale,Meta Ads,11/10/2024,105819,7304,488,2202.73,23837.38
CAMP1720,Summer Sale,Meta Ads,06/01/2024,23807,1318,51,4447.47,4375.43
CAMP1721,Summer Sale,Google Ads,11/03/2024,114014,8005,1090,3537.87,123203.9
CAMP1722,Summer Sale,Email Marketing,17/09/2024,116181,5651,443,1905.47,17090.54
CAMP1723,Winter Promo,Affiliate,12/09/2024,67062,4013,220,4647.51,17079.75
CAMP1724,Winter Promo,Google Ads,17/10/2024,131685,7814,271,2511.36,24132.48
CAMP1725,Summer Sale,Affiliate,19/01/2025,78248,3329,100,4471.59,2884.46
CAMP1726,Clearance Event,Google Ads,16/12/2024,146347,9639,584,453.32,31743.1
CAMP1727,Winter Promo,Email Marketing,20/08/2024,139391,10234,968,1791.27,53522.13
CAMP1728,Retargeting Campaign,TikTok Ads,26/03/2024,14260,836,81,1659.54,7978.67
CAMP1729,Retargeting Campaign,Google Ads,18/11/2024,129036,6512,615,3350.34,30242.82
CAMP1730,Winter Promo,TikTok Ads,05/09/2024,26629,502,15,3962.06,678.08
CAMP1731,Retargeting Campaign,TikTok Ads,11/05/2024,8723,539,53,4568.63,4976.53
CAMP1732,Clearance Event,TikTok Ads,17/02/2025,50979,1442,160,2527.61,15989.95
CAMP1733,Winter Promo,TikTok Ads,13/02/2024,43029,2224,282,4220.55,26867.87
CAMP1734,Flash Sale,Email Marketing,01/05/2024,120391,7322,305,2973.24,31775.91
CAMP1735,Winter Promo,TikTok Ads,21/01/2025,35407,484,38,2485.91,2569.81
CAMP1736,New Product Launch,Email Marketing,15/12/2024,107254,4635,180,4377.33,3813.53
CAMP1737,Clearance Event,Email Marketing,13/12/2024,87755,6785,738,396.88,82487.16
CAMP1738,Brand Awareness,Email Marketing,08/11/2024,76457,2557,139,671.73,11875.37
CAMP1739,Flash Sale,Email Marketing,30/01/2025,68385,4198,405,1135.64,21764.97
CAMP1740,Summer Sale,TikTok Ads,07/10/2024,7772,443,56,257.41,1667.11
CAMP1741,Holiday Deals,Email Marketing,28/06/2024,62518,3799,200,363.4,16387.94
CAMP1742,Winter Promo,Affiliate,02/12/2024,61839,4732,487,3598.76,15582.89
CAMP1743,Summer Sale,Email Marketing,02/12/2024,53435,3885,429,1416.01,28612.39
CAMP1744,Holiday Deals,Email Marketing,21/05/2024,116931,6835,729,3896.57,33339.84
CAMP1745,Holiday Deals,TikTok Ads,01/02/2025,21354,785,49,488.28,5662.47
CAMP1746,Retargeting Campaign,Meta Ads,13/08/2024,23192,1030,144,3129.45,5449.57
CAMP1747,Clearance Event,Google Ads,14/03/2024,146723,9362,453,3288.02,50401.2
CAMP1748,Retargeting Campaign,Google Ads,18/01/2024,24115,360,41,3930.74,896.94
CAMP1749,Clearance Event,Meta Ads,30/11/2024,5227,393,41,1478.9,3690.23
CAMP1750,Flash Sale,Affiliate,02/01/2024,140104,8340,1002,2495.07,60512.06
CAMP1751,Holiday Deals,Affiliate,25/04/2024,5867,216,23,3943.18,738.77
CAMP1752,Brand Awareness,TikTok Ads,15/12/2024,84384,3210,328,4802.35,9533.88
CAMP1753,Brand Awareness,Google Ads,23/08/2024,81010,4483,192,388.79,11215.94
CAMP1754,New Product Launch,TikTok Ads,22/12/2024,107263,7803,795,1924.45,22646.57
CAMP1755,Clearance Event,Meta Ads,12/03/2024,14358,337,38,3046.14,2619.08
CAMP1756,Holiday Deals,Affiliate,25/11/2024,85669,3853,560,4096.53,65328.15
CAMP1757,Winter Promo,Google Ads,22/06/2024,19694,662,75,2146.44,3087.59
CAMP1758,Clearance Event,Affiliate,17/03/2024,66075,4938,122,879.63,10416.74
CAMP1759,Clearance Event,Affiliate,24/01/2024,68617,4054,149,1026.8,3724.37
CAMP1760,Retargeting Campaign,Google Ads,21/08/2024,49745,3406,96,4123.86,3016.12
CAMP1761,New Product Launch,Google Ads,15/02/2025,58121,2315,290,4914.53,25473.54
CAMP1762,Brand Awareness,Google Ads,16/12/2024,148100,2904,373,4006.89,35965.7
CAMP1763,Summer Sale,TikTok Ads,02/02/2024,36652,1069,126,1006.64,7181.08
CAMP1764,Summer Sale,Email Marketing,04/05/2024,15668,302,37,3234.53,2131.68
CAMP1765,Summer Sale,Google Ads,06/09/2024,26160,273,11,627.88,936.93
CAMP1766,Retargeting Campaign,Email Marketing,21/12/2024,129783,7587,355,3271.16,25669.58
CAMP1767,Flash Sale,Meta Ads,30/03/2024,14862,768,86,3137.84,2476.98
CAMP1768,Retargeting Campaign,TikTok Ads,02/08/2024,6198,303,13,4935.7,1529.83
CAMP1769,Brand Awareness,Affiliate,16/09/2024,62481,2655,269,1198.92,6807.56
CAMP1770,Holiday Deals,Meta Ads,16/12/2024,129364,5798,236,4628.83,5995.05
CAMP1771,Brand Awareness,TikTok Ads,17/04/2024,118946,3282,328,4472.38,21423.24
CAMP1772,Holiday Deals,Google Ads,02/10/2024,51107,1076,25,2671.54,677.15
CAMP1773,New Product Launch,Email Marketing,30/10/2024,90451,3557,416,4512.19,17890.63
CAMP1774,Holiday Deals,TikTok Ads,26/04/2024,30706,816,60,1159.79,6548.19
CAMP1775,Holiday Deals,Email Marketing,26/10/2024,131984,1821,139,1237.59,11251.13
CAMP1776,Summer Sale,Email Marketing,10/07/2024,40757,1713,77,1921.23,3616.65
CAMP1777,Brand Awareness,Meta Ads,17/01/2024,20637,611,21,2434.56,1298.27
CAMP1778,Brand Awareness,Meta Ads,31/05/2024,46101,3008,309,3135.33,11431.01
CAMP1779,New Product Launch,Google Ads,29/07/2024,141778,6272,937,3039.59,97165.87
CAMP1780,Retargeting Campaign,Google Ads,08/01/2025,117226,7213,375,1771.02,29230.01
CAMP1781,Summer Sale,Affiliate,03/01/2024,114516,9002,226,2459.13,21890.5
CAMP1782,Winter Promo,Email Marketing,28/09/2024,108368,4719,583,4142.2,38037.33
CAMP1783,New Product Launch,Google Ads,12/10/2024,8256,483,35,1246.43,1954.42
CAMP1784,New Product Launch,Google Ads,09/01/2024,130772,7432,304,2404.56,23419.58
CAMP1785,Winter Promo,Email Marketing,25/08/2024,41339,2943,213,3991.32,12149.96
CAMP1786,Clearance Event,Google Ads,17/11/2024,23533,869,95,2748.42,4717.6
CAMP1787,Retargeting Campaign,Affiliate,04/10/2024,59302,3862,117,4428.07,10948.4
CAMP1788,Winter Promo,Affiliate,11/12/2024,100417,7245,249,1954.84,20396.42
CAMP1789,Brand Awareness,TikTok Ads,30/03/2024,22565,1111,133,864.35,7114.56
CAMP1790,Holiday Deals,Email Marketing,12/01/2025,59996,3763,447,1738.23,49077.61
CAMP1791,Flash Sale,TikTok Ads,28/01/2024,21611,780,61,2606.96,6280.31
CAMP1792,Clearance Event,Affiliate,13/12/2024,144684,10556,831,1967.1,72571.77
CAMP1793,Holiday Deals,Meta Ads,22/08/2024,27887,435,59,1584.19,6824.1
CAMP1794,Holiday Deals,Meta Ads,21/05/2024,34366,2020,170,4399.97,12251.69
CAMP1795,Winter Promo,TikTok Ads,01/08/2024,146933,11052,901,2216.62,84487.6
CAMP1796,Winter Promo,TikTok Ads,06/04/2024,21501,248,30,4207.75,2158.86
CAMP1797,Brand Awareness,Email Marketing,23/10/2024,94860,5302,648,2533.51,56107.43
CAMP1798,Clearance Event,Email Marketing,04/06/2024,39591,2885,172,3988.48,7340.65
CAMP1799,Brand Awareness,TikTok Ads,29/01/2025,17404,354,20,4789.83,1637.26
CAMP1800,Summer Sale,Affiliate,26/05/2024,52783,4123,532,3525.72,46090.14
CAMP1801,Summer Sale,Meta Ads,01/05/2024,35649,459,28,807.07,1289.14
CAMP1802,Summer Sale,Meta Ads,14/10/2024,14093,797,117,910.13,7586.62
CAMP1803,Summer Sale,Affiliate,03/06/2024,36847,2742,199,2597.2,6873.14
CAMP1804,Clearance Event,TikTok Ads,20/03/2024,6125,477,43,2635.56,3643.15
CAMP1805,Retargeting Campaign,Email Marketing,28/05/2024,43557,2873,329,4627,17722.72
CAMP1806,Holiday Deals,Email Marketing,21/01/2024,41548,2387,84,319.02,6867.18
CAMP1807,New Product Launch,Email Marketing,01/07/2024,29243,960,95,1136.72,6901.12
CAMP1808,Retargeting Campaign,Meta Ads,12/01/2024,26912,1283,99,3423.48,2845.03
CAMP1809,Flash Sale,Meta Ads,08/09/2024,88298,4611,398,469.03,34497.3
CAMP1810,Flash Sale,Meta Ads,01/01/2025,117103,4200,287,1566.32,15823.89
CAMP1811,Clearance Event,Affiliate,14/02/2024,61543,3751,291,4964.47,29207.25
CAMP1812,Retargeting Campaign,Meta Ads,16/02/2025,116105,7082,522,4210.46,41652.24
CAMP1813,Summer Sale,Meta Ads,04/06/2024,129416,10248,904,1810,102437.03
CAMP1814,Flash Sale,Google Ads,04/01/2024,112337,6146,341,1039.49,22578.29
CAMP1815,Summer Sale,Meta Ads,05/04/2024,105078,3179,266,4149.44,13353.01
CAMP1816,Retargeting Campaign,Email Marketing,13/10/2024,126491,3252,399,939.32,19956.76
CAMP1817,Clearance Event,Google Ads,30/11/2024,80415,3152,264,3501.65,11741.41
CAMP1818,Holiday Deals,TikTok Ads,09/09/2024,22491,1167,78,2506.33,4961.33
CAMP1819,Retargeting Campaign,Email Marketing,21/12/2024,36348,1313,151,284.22,6939.01
CAMP1820,Winter Promo,Meta Ads,12/06/2024,125859,8996,338,983.88,15976.26
CAMP1821,Flash Sale,TikTok Ads,25/01/2024,80984,2463,253,568.77,9963.52
CAMP1822,Summer Sale,Google Ads,02/11/2024,48813,2345,312,4168.75,27610.98
CAMP1823,Retargeting Campaign,TikTok Ads,16/12/2024,100033,1671,159,4151.91,3385.07
CAMP1824,Retargeting Campaign,TikTok Ads,02/02/2025,132113,5131,716,982.54,29919.94
CAMP1825,New Product Launch,Meta Ads,11/02/2025,142796,9885,1113,3570.87,111587.19
CAMP1826,Flash Sale,Email Marketing,09/02/2024,35556,2393,335,2501.69,17137.71
CAMP1827,Brand Awareness,Meta Ads,22/02/2025,120851,8735,853,3865.23,46236.45
CAMP1828,Retargeting Campaign,Google Ads,16/01/2025,36089,922,121,883.32,5161.55
CAMP1829,Summer Sale,Meta Ads,07/03/2024,25605,1017,121,736.27,2647.56
CAMP1830,Clearance Event,Email Marketing,22/01/2024,56472,990,121,2664.7,3137.11
CAMP1831,Holiday Deals,TikTok Ads,23/01/2024,22366,695,14,663.22,453.31
CAMP1832,New Product Launch,Affiliate,12/04/2024,53439,3042,72,898.67,6812.63
CAMP1833,Retargeting Campaign,Affiliate,27/06/2024,97327,2067,175,3697.06,7731.89
CAMP1834,Holiday Deals,Google Ads,23/02/2025,8665,407,46,4828.47,1710.16
CAMP1835,Winter Promo,Google Ads,19/04/2024,137171,9545,779,3551.04,30001.3
CAMP1836,Holiday Deals,Meta Ads,30/06/2024,104513,4147,360,2156.37,34610.74
CAMP1837,Brand Awareness,Google Ads,26/08/2024,33918,1573,132,1934,6445.18
CAMP1838,Winter Promo,Google Ads,16/06/2024,134423,2433,138,3081.87,7065.7
CAMP1839,Clearance Event,Meta Ads,10/10/2024,111766,3391,444,1106.17,11970.65
CAMP1840,Clearance Event,TikTok Ads,01/04/2024,8351,667,55,704.83,3509.32
CAMP1841,Holiday Deals,Google Ads,14/03/2024,108497,4127,399,688.27,44899.08
CAMP1842,Summer Sale,Google Ads,05/07/2024,57189,1927,187,4955.17,6035.65
CAMP1843,Flash Sale,Email Marketing,22/05/2024,76558,4818,598,4727.48,33254.62
CAMP1844,Flash Sale,Email Marketing,18/09/2024,78109,1586,125,786.51,8616.77
CAMP1845,New Product Launch,Meta Ads,16/01/2024,31110,1917,245,2591.05,5555.35
CAMP1846,Summer Sale,Email Marketing,05/11/2024,90709,1876,189,662.4,5226.18
CAMP1847,Clearance Event,Email Marketing,13/04/2024,81955,4617,386,1455.99,20983.56
CAMP1848,Winter Promo,Google Ads,08/08/2024,36230,1335,81,2006.42,5343.22
CAMP1849,Winter Promo,Meta Ads,12/10/2024,84441,6073,251,2267.27,12862.74
CAMP1850,Flash Sale,Email Marketing,26/01/2025,33673,1677,140,2858.16,10351.49
CAMP1851,Clearance Event,Email Marketing,14/10/2024,45975,2090,148,2574.52,17328.89
CAMP1852,Brand Awareness,TikTok Ads,13/06/2024,21101,252,6,4217.28,329.33
CAMP1853,Winter Promo,TikTok Ads,13/07/2024,30519,1219,181,2177.26,4641.73
CAMP1854,New Product Launch,Meta Ads,30/04/2024,86815,4468,618,514.4,31203.59
CAMP1855,Brand Awareness,Meta Ads,11/01/2024,146142,4797,383,4344.17,29416.29
CAMP1856,Flash Sale,TikTok Ads,11/01/2024,128129,6554,970,2013.14,57259.18
CAMP1857,Holiday Deals,Email Marketing,21/02/2024,58977,1976,168,3871.54,9064.26
CAMP1858,Retargeting Campaign,TikTok Ads,11/08/2024,57889,2592,337,3978.32,35060.82
CAMP1859,New Product Launch,TikTok Ads,15/05/2024,17460,537,50,4062.09,4122.86
CAMP1860,Holiday Deals,Affiliate,18/02/2024,93300,2718,254,2749.11,15928.49
CAMP1861,Brand Awareness,Google Ads,29/11/2024,84127,3813,224,3384.59,11499.11
CAMP1862,Flash Sale,Email Marketing,08/05/2024,140100,5845,697,1066.88,15236.65
CAMP1863,Summer Sale,Affiliate,12/09/2024,60824,3421,434,4702.89,20308.42
CAMP1864,Flash Sale,Affiliate,07/01/2025,20697,963,64,909.17,2243.02
CAMP1865,Retargeting Campaign,Email Marketing,29/07/2024,88533,6216,860,3242.85,89953.16
CAMP1866,Retargeting Campaign,TikTok Ads,26/11/2024,47096,1316,129,2148.16,4044.91
CAMP1867,New Product Launch,Google Ads,05/05/2024,86406,3671,340,2293.44,28795.35
CAMP1868,Winter Promo,Meta Ads,22/03/2024,76489,1495,80,4056.98,6869.37
CAMP1869,Summer Sale,Google Ads,04/01/2025,132360,8571,233,4503.23,11973.98
CAMP1870,Retargeting Campaign,Google Ads,27/07/2024,100272,5717,772,2105.1,80273.37
CAMP1871,Summer Sale,Meta Ads,27/02/2024,136137,10251,900,4179.11,103470.71
CAMP1872,Retargeting Campaign,Email Marketing,16/02/2024,67410,3504,422,1704.37,43564.5
CAMP1873,Flash Sale,Meta Ads,04/08/2024,62149,1249,53,4855.63,3389.22
CAMP1874,Retargeting Campaign,Affiliate,29/01/2024,133544,6322,701,742.21,52276.73
CAMP1875,Clearance Event,Meta Ads,22/05/2024,42987,1522,172,4142.55,3802.48
CAMP1876,Winter Promo,Google Ads,19/12/2024,67829,1879,131,3266.96,11798.08
CAMP1877,Holiday Deals,Affiliate,01/05/2024,120973,4499,622,2086.28,73271.16
CAMP1878,Retargeting Campaign,TikTok Ads,16/02/2024,66724,2056,270,969.09,17248.84
CAMP1879,Brand Awareness,Email Marketing,08/02/2025,13881,405,12,3941.39,830.03
CAMP1880,Flash Sale,TikTok Ads,02/01/2025,115720,8259,1045,4157.12,93891.39
CAMP1881,Holiday Deals,TikTok Ads,03/08/2024,148583,9159,722,331.28,18201.54
CAMP1882,Summer Sale,Email Marketing,09/02/2025,40675,415,19,1666.63,1474.04
CAMP1883,Holiday Deals,Meta Ads,07/05/2024,140362,8414,1007,3316.07,33240.36
CAMP1884,Flash Sale,TikTok Ads,19/08/2024,130400,9277,346,1032.7,27438.51
CAMP1885,Brand Awareness,TikTok Ads,11/04/2024,27124,1058,46,4406.67,5265.88
CAMP1886,New Product Launch,Google Ads,12/01/2024,64954,4772,699,1151.68,62998.15
CAMP1887,Summer Sale,Google Ads,24/07/2024,117434,6109,240,4798.56,8882.95
CAMP1888,Holiday Deals,Google Ads,02/01/2025,142845,5779,806,2377.8,70412.97
CAMP1889,Holiday Deals,Meta Ads,31/12/2024,58253,1359,179,3954.19,8734.52
CAMP1890,Clearance Event,Email Marketing,07/03/2024,118064,8257,809,4977,39072.05
CAMP1891,New Product Launch,Email Marketing,02/04/2024,112092,7338,174,4885.42,7577.45
CAMP1892,Clearance Event,Meta Ads,08/07/2024,125104,2001,161,4382.93,18907.83
CAMP1893,Flash Sale,Meta Ads,31/12/2024,105531,6288,727,1429.88,21466.81
CAMP1894,Winter Promo,Google Ads,19/06/2024,66562,2859,188,3110.6,16370.88
CAMP1895,Winter Promo,Google Ads,09/05/2024,137262,7326,434,2094.54,24777.11
CAMP1896,Winter Promo,Affiliate,01/04/2024,73233,1603,134,1828.05,8952.34
CAMP1897,Holiday Deals,TikTok Ads,29/12/2024,144047,5805,312,1703.69,36769.72
CAMP1898,Clearance Event,TikTok Ads,17/01/2025,99527,7448,422,4409.29,34305.71
CAMP1899,Retargeting Campaign,Affiliate,09/06/2024,119235,8642,527,4973.91,50785.69
CAMP1900,Summer Sale,Affiliate,02/12/2024,120340,1651,64,1303.33,1509.52
CAMP1901,Retargeting Campaign,Meta Ads,27/12/2024,127456,5168,771,4650.59,18565.04
CAMP1902,Brand Awareness,Affiliate,05/09/2024,124998,5563,722,4361.02,23367.84
CAMP1903,Holiday Deals,Meta Ads,25/05/2024,52357,3583,420,4148.34,32056.39
CAMP1904,New Product Launch,Affiliate,03/01/2024,142891,9099,395,4617.98,17623.22
CAMP1905,Clearance Event,Google Ads,17/06/2024,11805,352,51,785.56,2925.15
